candidate_id,candidate_family,representation,grid_size,order,sigma,surface_density,surface_trim_cutoff,surface_probe_radius,proximity_length_scale,padding,distance,score_mode,fit_order,order_decay_n0,gap_band_soft_width,gap_contact_scale,af3_failure_rescue_rate,delta_rescue_vs_sc,pooled_af3_auroc,delta_af3_auroc_vs_sc,pooled_af3_average_precision,delta_af3_average_precision_vs_sc,pooled_all_auroc,delta_all_auroc_vs_sc,pooled_all_average_precision,delta_all_average_precision_vs_sc,pooled_af2_auroc,median_runtime_sec,runtime_ratio_vs_sc,runtime_ratio_vs_atom_baseline,sidechain_jitter_median_abs_delta,delta_sidechain_jitter_vs_sc,positive_median_score,negative_median_score,positive_minus_negative_median,positive_fraction_ge_0_95,negative_fraction_ge_0_95,score_min,score_max,score_dynamic_range,saturation_reject,production_eligible,diagnostic_only,diagnostic_pass,stage1_reject,af3_not_worse_than_current_atom_gap,improved_rescue_specialist,runtime_ok,robustness_pass,guardrail_pass,accepted_for_production,rank,recommended_candidate,normal_gap_contact_scale
atom_gaussian__g24__o4__s1.5__mgapsoft__w2__f12,grid_gap,atom_gaussian,24,4,1.5,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.23300970873786409,0.23300970873786409,0.6493414026343894,0.5065859736561054,0.6402685822723007,0.30828847473505616,0.6493414026343894,0.5065859736561054,0.6402685822723007,0.30828847473505616,nan,nan,nan,nan,nan,nan,0.03529637954929975,0.02331678597681943,0.011979593572480317,0.0,0.0,0.0032728286459205885,0.1971861867778947,0.1939133581319741,0,1,0,0,1,0,0,0,0,1,0,42,0,
atom_gaussian__g32__o4__s1.5__mgapexcess__f12,grid_gap,atom_gaussian,32,4,1.5,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.23300970873786409,0.23300970873786409,0.6483624065503738,0.5056069775720897,0.6524257924335255,0.320445684896281,0.6483624065503738,0.5056069775720897,0.6524257924335255,0.320445684896281,nan,nan,nan,nan,nan,nan,0.013097058947505067,0.009241043321001261,0.0038560156265038063,0.0,0.0,0.0,0.13790579681296058,0.13790579681296058,1,1,0,0,1,0,0,0,0,1,0,43,0,
atom_gaussian__g32__o4__s1__mgapexcess__f12,grid_gap,atom_gaussian,32,4,1.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.23300970873786409,0.23300970873786409,0.6431559273762905,0.5004004983980064,0.6736322655974382,0.34165215806019367,0.6431559273762905,0.5004004983980064,0.6736322655974382,0.34165215806019367,nan,nan,nan,nan,nan,nan,0.0076054561551103,0.0,0.0076054561551103,0.0,0.0,0.0,0.13790579681296058,0.13790579681296058,1,1,0,0,1,0,0,0,0,1,0,44,0,
atom_gaussian__g24__o6__s2__mgapexcess__f12,grid_gap,atom_gaussian,24,6,2.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.23300970873786409,0.23300970873786409,0.6145425418298327,0.4717871128515486,0.6246276273186757,0.2926475197814312,0.6145425418298327,0.4717871128515486,0.6246276273186757,0.2926475197814312,nan,nan,nan,nan,nan,nan,0.06051991819025772,0.048874212878691384,0.011645705311566334,0.0,0.0,0.0166100326174296,0.3095215732149874,0.2929115405975578,0,1,0,0,1,0,0,0,0,1,0,45,0,
atom_gaussian__g32__o10__s1.5__f12,per_side,atom_gaussian,32,10,1.5,,,,,2.0,8.0,hard_cutoff,12,,,,0.23300970873786409,0.23300970873786409,0.5972766108935564,0.45452118191527235,0.6040182341436983,0.27203812660645377,0.5972766108935564,0.45452118191527235,0.6040182341436983,0.27203812660645377,nan,nan,nan,nan,nan,nan,0.9712952442499365,0.960965249897014,0.010329994352922478,0.7358490566037735,0.6132075471698113,0.49350266565115747,0.997263425779205,0.5037607601280476,0,0,1,0,1,0,0,0,0,1,0,46,0,
atom_gaussian__g32__o2__s2__mgapsoft__w2__f12,grid_gap,atom_gaussian,32,2,2.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.23300970873786409,0.23300970873786409,0.5757386970452119,0.4329832680669278,0.6129930052919663,0.2810128977547218,0.5757386970452119,0.4329832680669278,0.6129930052919663,0.2810128977547218,nan,nan,nan,nan,nan,nan,0.024735518945172855,0.021824012186783363,0.0029115067583894913,0.0,0.0,0.004201617820217449,0.06703034391030686,0.06282872609008941,1,1,0,0,1,0,0,0,0,1,0,47,0,
atom_gaussian__g32__o4__s2__mgapsoft__f12,grid_gap,atom_gaussian,32,4,2.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.23300970873786409,0.23300970873786409,0.5619437522249912,0.4191883232467071,0.6062510551056304,0.2742709475683859,0.5619437522249912,0.4191883232467071,0.6062510551056304,0.2742709475683859,nan,nan,nan,nan,nan,nan,0.04572945640201524,0.041941338959842686,0.003788117442172556,0.0,0.0,0.008942069695244007,0.1395877439612789,0.1306456742660349,1,1,0,0,1,0,0,0,0,1,0,48,0,
atom_gaussian__g32__o4__s1__mgapsoft__w2__f12,grid_gap,atom_gaussian,32,4,1.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.22330097087378642,0.22330097087378642,0.664560341758633,0.5218049127803489,0.6546297514306628,0.3226496438934183,0.664560341758633,0.5218049127803489,0.6546297514306628,0.3226496438934183,nan,nan,nan,nan,nan,nan,0.013320781015016124,0.00530304339068877,0.008017737624327354,0.0,0.0,0.00033279518006796123,0.15864201725835025,0.1583092220782823,1,1,0,0,1,1,1,0,0,1,0,49,0,
atom_gaussian__g32__o4__s1__mgapsoft__f12,grid_gap,atom_gaussian,32,4,1.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.22330097087378642,0.22330097087378642,0.6638483446066216,0.5210929156283375,0.6587058081364461,0.3267257005992016,0.6638483446066216,0.5210929156283375,0.6587058081364461,0.3267257005992016,nan,nan,nan,nan,nan,nan,0.011647645302686357,0.004841720856215334,0.006805924446471023,0.0,0.0,0.0002715976309902829,0.1395877439612789,0.13931614633028863,1,1,0,0,1,1,1,0,0,1,0,50,0,
atom_gaussian__g24__o6__s1.5__mgapexcess__f12,grid_gap,atom_gaussian,24,6,1.5,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.22330097087378642,0.22330097087378642,0.6453364186543253,0.5025809896760413,0.639886228080632,0.3079061205433875,0.6453364186543253,0.5025809896760413,0.639886228080632,0.3079061205433875,nan,nan,nan,nan,nan,nan,0.03831755985719425,0.01917860164414794,0.019138958213046307,0.0,0.0,0.0,0.3095215732149874,0.3095215732149874,0,1,0,0,1,0,0,0,0,1,0,51,0,
atom_gaussian__g24__o6__s1__mgapsoft__w2__f12,grid_gap,atom_gaussian,24,6,1.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.22330097087378642,0.22330097087378642,0.6425774296902812,0.4998220007119971,0.6382348997532551,0.3062547922160106,0.6425774296902812,0.4998220007119971,0.6382348997532551,0.3062547922160106,nan,nan,nan,nan,nan,nan,0.05270370190227203,0.02493825161737492,0.027765450284897106,0.0,0.0,0.0011119404607470597,0.3394850551438378,0.3383731146830907,0,1,0,0,1,0,0,0,0,1,0,52,0,
atom_gaussian__g24__o6__s1__mgapsoft__f12,grid_gap,atom_gaussian,24,6,1.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.22330097087378642,0.22330097087378642,0.6418654325382699,0.4991100035599858,0.6390344410219979,0.3070543334847534,0.6418654325382699,0.4991100035599858,0.6390344410219979,0.3070543334847534,nan,nan,nan,nan,nan,nan,0.04865668731839501,0.02290093973198814,0.02575574758640687,0.0,0.0,0.0010133536378326448,0.3120971646167482,0.3110838109789155,0,1,0,0,1,0,0,0,0,1,0,53,0,
atom_gaussian__g24__o4__s1__mgapsoft__w2__f12,grid_gap,atom_gaussian,24,4,1.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.22330097087378642,0.22330097087378642,0.6398184407262371,0.497063011747953,0.6358098172156471,0.3038297096784026,0.6398184407262371,0.497063011747953,0.6358098172156471,0.3038297096784026,nan,nan,nan,nan,nan,nan,0.032785588529187074,0.016370850639881127,0.016414737889305947,0.0,0.0,0.0006562502744848735,0.1971861867778947,0.19652993650340983,0,1,0,0,1,0,0,0,0,1,0,54,0,
atom_gaussian__g32__o5__s1.5__mgapband__f12,grid_gap,atom_gaussian,32,5,1.5,,,,,2.0,8.0,gap_zernike_bandpass,12,,,,0.22330097087378642,0.22330097087378642,0.6384834460662158,0.4957280170879317,0.6472357065775244,0.3152555990402799,0.6384834460662158,0.4957280170879317,0.6472357065775244,0.3152555990402799,nan,nan,nan,nan,nan,nan,0.024332683323032622,0.019563093938063797,0.004769589384968825,0.0,0.0,0.0034944066473472737,0.14859998255410145,0.1451055759067542,1,1,0,0,1,0,0,0,0,1,0,55,0,
atom_gaussian__g24__o6__s1__mgapexcess__f12,grid_gap,atom_gaussian,24,6,1.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.22330097087378642,0.22330097087378642,0.6330544677821289,0.49029903880384484,0.6416299847963021,0.30964987725905757,0.6330544677821289,0.49029903880384484,0.6416299847963021,0.30964987725905757,nan,nan,nan,nan,nan,nan,0.03831755985719425,0.012216145362516015,0.026101414494678232,0.0,0.0,0.0,0.3095215732149874,0.3095215732149874,0,1,0,0,1,0,0,0,0,1,0,56,0,
atom_gaussian__g32__o2__s2__mgapexcess__f12,grid_gap,atom_gaussian,32,2,2.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.22330097087378642,0.22330097087378642,0.6241545033819865,0.48139907440370244,0.6417910207112908,0.3098109131740463,0.6241545033819865,0.48139907440370244,0.6417910207112908,0.3098109131740463,nan,nan,nan,nan,nan,nan,0.015638277182334015,0.013342429015370628,0.002295848166963387,0.0,0.0,0.0027822730065643784,0.05516660394651782,0.05238433093995344,1,1,0,0,1,0,0,0,0,1,0,57,0,
atom_gaussian__g32__o2__s2__mgapsoft__f12,grid_gap,atom_gaussian,32,2,2.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.22330097087378642,0.22330097087378642,0.5787646849412602,0.4360092559629761,0.6096861868863588,0.2777060793491143,0.5787646849412602,0.4360092559629761,0.6096861868863588,0.2777060793491143,nan,nan,nan,nan,nan,nan,0.021134973410776352,0.01842995234837418,0.002705021062402172,0.0,0.0,0.003273824743784197,0.05536131869115279,0.05208749394736859,1,1,0,0,1,0,0,0,0,1,0,58,0,
atom_gaussian__g32__o2__s1.5__mgapsoft__w2__f12,grid_gap,atom_gaussian,32,2,1.5,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.21359223300970873,0.21359223300970873,0.6373264506941972,0.49457102171591316,0.6487643262080316,0.3167842186707871,0.6373264506941972,0.49457102171591316,0.6487643262080316,0.3167842186707871,nan,nan,nan,nan,nan,nan,0.012176464065533289,0.009685257721602508,0.0024912063439307807,0.0,0.0,0.0011917379538529003,0.06703034391030686,0.06583860595645397,1,1,0,0,1,0,0,0,0,1,0,59,0,
atom_gaussian__g32__o3__s1.5__mgapband__f12,grid_gap,atom_gaussian,32,3,1.5,,,,,2.0,8.0,gap_zernike_bandpass,12,,,,0.21359223300970873,0.21359223300970873,0.6359024563901744,0.4931470274118903,0.6447388788898243,0.3127587713525798,0.6359024563901744,0.4931470274118903,0.6447388788898243,0.3127587713525798,nan,nan,nan,nan,nan,nan,0.010583473385740415,0.008446597053905883,0.0021368763318345314,0.0,0.0,0.001062417861164152,0.057159421226664675,0.056097003365500525,1,1,0,0,1,0,0,0,0,1,0,60,0,
atom_gaussian__g32__o2__s1.5__mgapsoft__f12,grid_gap,atom_gaussian,32,2,1.5,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.21359223300970873,0.21359223300970873,0.6350124599501602,0.4922570309718761,0.6454222304222326,0.3134421228849881,0.6350124599501602,0.4922570309718761,0.6454222304222326,0.3134421228849881,nan,nan,nan,nan,nan,nan,0.010442755224259505,0.00833963277044611,0.0021031224538133955,0.0,0.0,0.0009285247039295874,0.05536131869115279,0.0544327939872232,1,1,0,0,1,0,0,0,0,1,0,61,0,
atom_gaussian__g32__o2__s1.5__mgapband__f12,grid_gap,atom_gaussian,32,2,1.5,,,,,2.0,8.0,gap_zernike_bandpass,12,,,,0.21359223300970873,0.21359223300970873,0.6343004627981488,0.4915450338198647,0.645004965922629,0.3130248583853845,0.6343004627981488,0.4915450338198647,0.645004965922629,0.3130248583853845,nan,nan,nan,nan,nan,nan,0.010348518906748516,0.008331770046458069,0.002016748860290447,0.0,0.0,0.0009070592843138622,0.05532386448084113,0.05441680519652727,1,1,0,0,1,0,0,0,0,1,0,62,0,
atom_gaussian__g32__o4__s2__mgapexcess__f12,grid_gap,atom_gaussian,32,4,2.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.21359223300970873,0.21359223300970873,0.6149875400498398,0.4722321110715557,0.6283857888669655,0.296405681329721,0.6149875400498398,0.4722321110715557,0.6283857888669655,0.296405681329721,nan,nan,nan,nan,nan,nan,0.03387362725654529,0.02830411434280121,0.005569512913744079,0.0,0.0,0.007239694986937521,0.13790579681296058,0.13066610182602306,1,1,0,0,1,0,0,0,0,1,0,63,0,
atom_gaussian__g24__o2__s2__mgapsoft__w2__f12,grid_gap,atom_gaussian,24,2,2.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,2.0,,0.21359223300970873,0.21359223300970873,0.5930046279814881,0.45024919900320404,0.6147177767462956,0.2827376692090511,0.5930046279814881,0.45024919900320404,0.6147177767462956,0.2827376692090511,nan,nan,nan,nan,nan,nan,0.027211672705923843,0.022923530875318676,0.004288141830605167,0.0,0.0,0.004316452947272109,0.08847215399264192,0.08415570104536982,1,1,0,0,1,0,0,0,0,1,0,64,0,
atom_gaussian__g24__o2__s2__mgapsoft__f12,grid_gap,atom_gaussian,24,2,2.0,,,,,2.0,8.0,gap_zernike_soft_bandpass,12,,1.0,,0.20388349514563106,0.20388349514563106,0.5968316126735493,0.45407618369526526,0.6154739801631495,0.283493872625905,0.5968316126735493,0.45407618369526526,0.6154739801631495,0.283493872625905,nan,nan,nan,nan,nan,nan,0.023596979969049525,0.019241577615318965,0.00435540235373056,0.0,0.0,0.0033614994565210853,0.07388274901136252,0.07052124955484143,1,1,0,0,1,0,0,0,0,1,0,65,0,
atom_gaussian__g32__o6__s2__mgapexcess__f12,grid_gap,atom_gaussian,32,6,2.0,,,,,2.0,8.0,gap_zernike_excess_bandpass,12,,,,0.1941747572815534,0.1941747572815534,0.6245995016019936,0.48184407262370954,0.6294040984806776,0.2974239909434331,0.6245995016019936,0.48184407262370954,0.6294040984806776,0.2974239909434331,nan,nan,nan,nan,nan,nan,0.05108174533680964,0.04551946186488516,0.00556228347192448,0.0,0.0,0.016137997687187468,0.2563161572127234,0.24017815952553592,1,1,0,0,1,0,0,0,0,1,0,66,0,
atom_gaussian__g32__o2__s1.5__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,32,2,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.17475728155339806,0.17475728155339806,0.6441794232823068,0.5014239943040227,0.6143634542507206,0.2823833467134761,0.6441794232823068,0.5014239943040227,0.6143634542507206,0.2823833467134761,nan,nan,nan,nan,nan,nan,0.06082795095951356,0.043411152874106775,0.017416798085406783,0.0,0.0,0.0,0.1668085238552102,0.1668085238552102,0,1,0,0,1,0,0,0,0,1,0,67,0,
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,32,4,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.1650485436893204,0.1650485436893204,0.6356354574581702,0.4928800284798861,0.6024608986866479,0.2704807911494034,0.6356354574581702,0.4928800284798861,0.6024608986866479,0.2704807911494034,nan,nan,nan,nan,nan,nan,0.13868991134643718,0.10306939395119824,0.03562051739523894,0.0,0.0,0.0,0.3466190147888809,0.3466190147888809,0,1,0,0,1,0,0,0,0,1,0,68,0,
atom_gaussian__g24__o2__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,24,2,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.1650485436893204,0.1650485436893204,0.6129405482378071,0.470185119259523,0.5769068807697575,0.244926773232513,0.6129405482378071,0.470185119259523,0.5769068807697575,0.244926773232513,nan,nan,nan,nan,nan,nan,0.09871192602758477,0.08330966962310835,0.015402256404476428,0.0,0.0,0.0,0.23429016694507254,0.23429016694507254,0,1,0,0,1,0,0,0,0,1,0,69,0,
atom_gaussian__g24__o4__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,4,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.1650485436893204,0.1650485436893204,0.5133499466002136,0.3705945176219295,0.5340141090939082,0.20203400155666373,0.5133499466002136,0.3705945176219295,0.5340141090939082,0.20203400155666373,nan,nan,nan,nan,nan,nan,0.2499037649029946,0.24033812958256087,0.009565635320433724,0.0,0.0,0.07441926835641438,0.4449861971788575,0.37056692882244313,1,1,0,0,1,0,0,0,0,1,0,70,0,
atom_gaussian__g32__o2__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,2,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.1553398058252427,0.1553398058252427,0.6132965468138127,0.47054111783552866,0.5964493097514085,0.26446920221416403,0.6132965468138127,0.47054111783552866,0.5964493097514085,0.26446920221416403,nan,nan,nan,nan,nan,nan,0.08943354497320224,0.07501656892082242,0.01441697605237982,0.0,0.0,0.0,0.2161824123406014,0.2161824123406014,0,1,0,0,1,0,0,0,0,1,0,71,0,
atom_gaussian__g24__o2__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,2,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.1553398058252427,0.1553398058252427,0.5279458882164472,0.3851904592381631,0.5483876623010352,0.2164075547637907,0.5279458882164472,0.3851904592381631,0.5483876623010352,0.2164075547637907,nan,nan,nan,nan,nan,nan,0.11168407835321982,0.10648360977759744,0.005200468575622383,0.0,0.0,0.02861877816446405,0.22592653349800473,0.19730775533354067,1,1,0,0,1,0,0,0,0,1,0,72,0,
atom_gaussian__g32__o4__s2__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,4,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.1553398058252427,0.1553398058252427,0.44686721253114986,0.3041117835528658,0.48830498498518626,0.15632487744794177,0.44686721253114986,0.3041117835528658,0.48830498498518626,0.15632487744794177,nan,nan,nan,nan,nan,nan,0.28969638583564855,0.3132625243118427,-0.023566138476194154,0.0,0.0,0.10894553886328484,0.5608824515540685,0.4519369126907836,1,1,0,0,1,0,0,0,0,1,0,73,0,
atom_gaussian__g32__o6__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,6,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.14563106796116504,0.14563106796116504,0.6115165539337842,0.46876112495550015,0.5782933804531681,0.24631327291592364,0.6115165539337842,0.46876112495550015,0.5782933804531681,0.24631327291592364,nan,nan,nan,nan,nan,nan,0.33197293684590634,0.2902328066834513,0.041740130162455036,0.0,0.0,0.0,0.56774279904615,0.56774279904615,0,1,0,0,1,0,0,0,0,1,0,74,0,
atom_gaussian__g24__o4__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,24,4,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.14563106796116504,0.14563106796116504,0.6040405838376647,0.4612851548593806,0.5654523773103742,0.23347226977312974,0.6040405838376647,0.4612851548593806,0.5654523773103742,0.23347226977312974,nan,nan,nan,nan,nan,nan,0.22307972689798844,0.19201122616514593,0.031068500732842508,0.0,0.0,0.0,0.4816099914789049,0.4816099914789049,0,1,0,0,1,0,0,0,0,1,0,75,0,
atom_gaussian__g32__o6__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,32,6,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.14563106796116504,0.14563106796116504,0.5345318618725525,0.39177643289426844,0.5290424407465909,0.1970623332093464,0.5345318618725525,0.39177643289426844,0.5290424407465909,0.1970623332093464,nan,nan,nan,nan,nan,nan,0.37449933138480246,0.36274132272914233,0.011758008655660124,0.0,0.0,0.16171599684107127,0.5853721256885279,0.4236561288474566,0,1,0,0,1,0,0,0,0,1,0,76,0,
atom_gaussian__g32__o2__s2__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,2,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.14563106796116504,0.14563106796116504,0.4684941260234959,0.3257386970452118,0.4998192949356588,0.1678391873984143,0.4684941260234959,0.3257386970452118,0.4998192949356588,0.1678391873984143,nan,nan,nan,nan,nan,nan,0.12933681117866075,0.1370064972835849,-0.007669686104924162,0.0,0.0,0.03207188809411516,0.283040292150142,0.25096840405602683,1,1,0,0,1,0,0,0,0,1,0,77,0,
atom_gaussian__g24__o2__s1.5__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,2,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.13592233009708737,0.13592233009708737,0.6335884656461375,0.4908330366678534,0.6001585981212554,0.2681784905840109,0.6335884656461375,0.4908330366678534,0.6001585981212554,0.2681784905840109,nan,nan,nan,nan,nan,nan,0.07570433884313249,0.05048239976745006,0.02522193907568243,0.0,0.0,0.0,0.21572703336054194,0.21572703336054194,0,1,0,0,1,0,0,0,0,1,0,78,0,
atom_gaussian__g32__o2__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,32,2,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.13592233009708737,0.13592233009708737,0.5250088999644001,0.38225347098611606,0.5329770654974487,0.20099695796020423,0.5250088999644001,0.38225347098611606,0.5329770654974487,0.20099695796020423,nan,nan,nan,nan,nan,nan,0.11017356667017106,0.10582472047464675,0.0043488461955243085,0.0,0.0,0.02788066161998429,0.2218537012296589,0.1939730396096746,1,1,0,0,1,0,0,0,0,1,0,79,0,
atom_gaussian__g24__o6__s2__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,24,6,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.13592233009708737,0.13592233009708737,0.4439302242791029,0.3011747953008188,0.493724637251919,0.1617445297146745,0.4439302242791029,0.3011747953008188,0.493724637251919,0.1617445297146745,nan,nan,nan,nan,nan,nan,0.4473560230788913,0.489883137940897,-0.04252711486200572,0.0,0.0,0.24563970929874404,0.7130858835482466,0.46744617424950263,1,1,0,0,1,0,0,0,0,1,0,80,0,
atom_gaussian__g24__o6__s1.5__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,6,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.1262135922330097,0.1262135922330097,0.6290494838020648,0.48629405482378074,0.5888629065731918,0.25688279903594735,0.6290494838020648,0.48629405482378074,0.5888629065731918,0.25688279903594735,nan,nan,nan,nan,nan,nan,0.2969945782659089,0.21274472491453358,0.08424985335137533,0.0,0.0,0.0,0.5721443868034546,0.5721443868034546,0,1,0,0,1,0,0,0,0,1,0,81,0,
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,4,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.1262135922330097,0.1262135922330097,0.6040405838376647,0.4612851548593806,0.5780454017800405,0.246065294242796,0.6040405838376647,0.4612851548593806,0.5780454017800405,0.246065294242796,nan,nan,nan,nan,nan,nan,0.1972970437900935,0.1835945884999855,0.013702455290107995,0.0,0.0,0.0,0.4080426545413197,0.4080426545413197,0,1,0,0,1,0,0,0,0,1,0,82,0,
atom_gaussian__g24__o6__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,6,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.1262135922330097,0.1262135922330097,0.5406728373086508,0.3979174083303667,0.5420596861603573,0.21007957862311277,0.5406728373086508,0.3979174083303667,0.5420596861603573,0.21007957862311277,nan,nan,nan,nan,nan,nan,0.3901404971240235,0.3722447343475842,0.017895762776439283,0.0,0.0,0.16548702668718898,0.5867498421765199,0.421262815489331,0,1,0,0,1,0,0,0,0,1,0,83,0,
atom_gaussian__g24__o4__s1.5__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,24,4,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.11650485436893204,0.11650485436893204,0.6330544677821289,0.49029903880384484,0.5978796642641673,0.2658995567269228,0.6330544677821289,0.49029903880384484,0.5978796642641673,0.2658995567269228,nan,nan,nan,nan,nan,nan,0.17081534703894477,0.1253421772005528,0.045473169838391975,0.0,0.0,0.0,0.42503271099727824,0.42503271099727824,0,1,0,0,1,0,0,0,0,1,0,84,0,
atom_gaussian__g24__o6__s1.5__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,24,6,1.5,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.11650485436893204,0.11650485436893204,0.6080455678177288,0.4652901388394447,0.5641170670693264,0.2321369595320819,0.6080455678177288,0.4652901388394447,0.5641170670693264,0.2321369595320819,nan,nan,nan,nan,nan,nan,0.37514924993886367,0.3289071618236339,0.046242088115229785,0.0,0.0,0.0,0.6418781256980127,0.6418781256980127,0,1,0,0,1,0,0,0,0,1,0,85,0,
atom_gaussian__g32__o4__s2__mgapcontact__cs0.07__f12,grid_gap,atom_gaussian,32,4,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.07,0.11650485436893204,0.11650485436893204,0.5126379494482022,0.3698825204699181,0.5253579512356672,0.1933778436984227,0.5126379494482022,0.3698825204699181,0.5253579512356672,0.1933778436984227,nan,nan,nan,nan,nan,nan,0.23872395433153004,0.2355966674899597,0.003127286841570348,0.0,0.0,0.07254769236752508,0.4396329825932612,0.36708529022573616,1,1,0,0,1,0,0,0,0,1,0,86,0,
atom_gaussian__g24__o2__s2__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,24,2,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.11650485436893204,0.11650485436893204,0.4747241011035956,0.3319686721253115,0.5028284638684655,0.17084835633122097,0.4747241011035956,0.3319686721253115,0.5028284638684655,0.17084835633122097,nan,nan,nan,nan,nan,nan,0.13366971442300885,0.13590844920623288,-0.0022387347832240334,0.0,0.0,0.03579648015662143,0.28694348704679834,0.2511470068901769,1,1,0,0,1,0,0,0,0,1,0,87,0,
atom_gaussian__g32__o6__s2__mgapcontact__cs0.03__f12,grid_gap,atom_gaussian,32,6,2.0,,,,,2.0,8.0,gap_zernike_excess_contact_bandpass,12,,,0.03,0.11650485436893204,0.11650485436893204,0.44259522961908154,0.29983980064079746,0.48425718527858563,0.15227707774134114,0.44259522961908154,0.29983980064079746,0.48425718527858563,0.15227707774134114,nan,nan,nan,nan,nan,nan,0.4482391350218019,0.48937075550063125,-0.041131620478829345,0.0,0.0,0.23737255371668614,0.71519107525372,0.4778185215370339,1,1,0,0,1,0,0,0,0,1,0,88,0,
