candidate_id,method,organism,backend,label,n,q25,median,q75,mean
atom_gaussian__g32__o10__s1.5__f12,"Atom Zernike cosine (old, per-side)",yeast,af3,negative,495,0.9283905956897069,0.9624673232526385,0.9813395076157337,0.9499234782668717
atom_gaussian__g32__o10__s1.5__f12,"Atom Zernike cosine (old, per-side)",yeast,af3,positive,514,0.94335562308741,0.9690118346747074,0.9858220708571772,0.9571520315247888
interface_sc,SC baseline,arabidopsis,af2,negative,178,0.028981866678241097,0.04530646852853426,0.058515262749617956,0.04230214736819716
interface_sc,SC baseline,arabidopsis,af2,positive,180,0.053146978259526245,0.07667010023839783,0.0876130518096768,0.06968730074334975
interface_sc,SC baseline,arabidopsis,af3,negative,180,0.07904424543578184,0.0861188496709872,0.09095879544408617,0.084666241792309
interface_sc,SC baseline,arabidopsis,af3,positive,182,0.08369101220860184,0.08892454679599446,0.09412612072398227,0.08844658357585607
interface_sc,SC baseline,ecoli,af2,negative,89,0.03335364459542722,0.05114740366954995,0.0688875128887712,0.04796319916607701
interface_sc,SC baseline,ecoli,af2,positive,97,0.06881321344017285,0.0843536325724115,0.0900400590845355,0.07725569630458151
interface_sc,SC baseline,ecoli,af3,negative,93,0.07632293426338801,0.08259672602005459,0.08920893794408997,0.08218337129220248
interface_sc,SC baseline,ecoli,af3,positive,96,0.08148827378849108,0.08734378312367269,0.09092123513679362,0.08596111461637838
interface_sc,SC baseline,human,af2,negative,1127,0.026879530491600898,0.043902987642403954,0.06040758753062539,0.04264532081460623
interface_sc,SC baseline,human,af2,positive,1140,0.04741178514379121,0.07095053610607469,0.08524472941640016,0.06467381221292463
interface_sc,SC baseline,human,af3,negative,852,0.07799981708454262,0.0840744671338019,0.08933587699635752,0.08320985484440106
interface_sc,SC baseline,human,af3,positive,1100,0.08218280059995621,0.08781392375680987,0.09263933340156938,0.08707834052690969
interface_sc,SC baseline,yeast,af2,negative,508,0.03180748728467323,0.049052088976439395,0.0632281457745761,0.045842424143155903
interface_sc,SC baseline,yeast,af2,positive,514,0.05731143930983283,0.0797648718178898,0.08895860523693994,0.07167926704121759
interface_sc,SC baseline,yeast,af3,negative,495,0.07747273170699848,0.0835340103437347,0.08909506003132228,0.0829689121981161
interface_sc,SC baseline,yeast,af3,positive,514,0.08298005368318806,0.08842406354558291,0.0931328749073185,0.08749247801741115
