candidate_id,diagnostic_slice,auroc,average_precision,n_pos,n_neg,positive_median_score,negative_median_score,positive_minus_negative_median,positive_fraction_ge_0_95,negative_fraction_ge_0_95,score_min,score_max,score_dynamic_range,saturation_reject
atom_gaussian__g32__o2__s1__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.021857217102378847,0.000642804379583864,0.021214412722794982,0.0,0.0,0.00031920655172250914,0.05536131869115279,0.05504211213943028,0
atom_gaussian__g32__o2__s1__mgapsoft__w2__f12,af3_mixed_200,0.6438,0.6345498806199571,100,100,0.0063017635846023805,0.002677650752018604,0.0036241128325837767,0.0,0.0,0.00011660262316233894,0.06703034391030686,0.06691374128714453,1
atom_gaussian__g32__o2__s1__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.028238903087887096,0.0007542313519973156,0.027484671735889782,0.0,0.0,0.0003967062206871717,0.06495440510851784,0.06455769888783067,0
atom_gaussian__g32__o2__s2__mgapcontact__cs0.03__f12,af3_mixed_200,0.4758,0.5059076918279842,100,100,0.1306763475680602,0.1370064972835849,-0.006330149715524702,0.0,0.0,0.03207188809411516,0.283040292150142,0.25096840405602683,1
atom_gaussian__g32__o2__s2__mgapcontact__cs0.03__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.3611111111111111,0.47142857142857136,6,6,0.1271167670557049,0.13911976327368802,-0.01200299621798312,0.0,0.0,0.044021353142919745,0.20928445840814544,0.1652631052652257,1
atom_gaussian__g32__o2__s2__mgapcontact__cs0.07__f12,af3_mixed_200,0.5217,0.5345723218549043,100,100,0.10960275364896921,0.10691476807456189,0.0026879855744073172,0.0,0.0,0.02788066161998429,0.2218537012296589,0.1939730396096746,1
atom_gaussian__g32__o2__s2__mgapcontact__cs0.07__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.6111111111111112,0.6079365079365079,6,6,0.1124045489448315,0.0901293215771369,0.02227522736769459,0.0,0.0,0.04402117818171659,0.17571585262109213,0.13169467443937555,0
atom_gaussian__g32__o2__s2__mgapexcess__f12,af3_mixed_200,0.6046,0.6208964177193602,100,100,0.015395167891134555,0.01340970738460574,0.001985460506528815,0.0,0.0,0.0027822730065643784,0.05516660394651782,0.05238433093995344,1
atom_gaussian__g32__o2__s2__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8888888888888888,0.8972222222222221,6,6,0.028330558571873932,0.009808212739642025,0.018522345832231907,0.0,0.0,0.007001644067891135,0.05516660394651782,0.04816495987862668,0
atom_gaussian__g32__o2__s2__mgapsoft__f12,af3_mixed_200,0.5621,0.5881911732891311,100,100,0.020460046724995302,0.01842995234837418,0.002030094376621123,0.0,0.0,0.003273824743784197,0.05536131869115279,0.05208749394736859,1
atom_gaussian__g32__o2__s2__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8888888888888888,0.8972222222222221,6,6,0.03225433711391481,0.01842995234837418,0.01382438476554063,0.0,0.0,0.011116341283077582,0.05536131869115279,0.0442449774080752,0
atom_gaussian__g32__o2__s2__mgapsoft__w2__f12,af3_mixed_200,0.5589,0.5905428682993922,100,100,0.02437573294616669,0.021925097314449374,0.002450635631717317,0.0,0.0,0.004201617820217449,0.06703034391030686,0.06282872609008941,1
atom_gaussian__g32__o2__s2__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8888888888888888,0.8972222222222221,6,6,0.03996739470133302,0.021584030924170307,0.018383363777162716,0.0,0.0,0.014138452701479473,0.06495440510851784,0.050815952407038366,0
atom_gaussian__g32__o3__s1.5__mgapband__f12,af3_mixed_200,0.6149,0.620364290748658,100,100,0.010465040491470031,0.008605172287202301,0.00185986820426773,0.0,0.0,0.001062417861164152,0.057159421226664675,0.056097003365500525,1
atom_gaussian__g32__o3__s1.5__mgapband__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.0258470293597636,0.006185950155047542,0.01966107920471606,0.0,0.0,0.0031915577183596693,0.05542616544263697,0.0522346077242773,0
atom_gaussian__g32__o4__s1.5__mgapband__f12,af3_mixed_200,0.6099,0.6217324250072016,100,100,0.02210161422506613,0.018511683538653456,0.003589930686412675,0.0,0.0,0.0023737578149649334,0.13813709636695834,0.1357633385519934,1
atom_gaussian__g32__o4__s1.5__mgapband__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.06565690237046458,0.013959378770406386,0.05169752360005819,0.0,0.0,0.00854937829245025,0.1258043645720136,0.11725498627956335,0
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.03__f12,af3_mixed_200,0.5919,0.5735826711175869,100,100,0.19609003244115458,0.18383335854081942,0.012256673900335163,0.0,0.0,0.0,0.4080426545413197,0.4080426545413197,0
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.03__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.6944444444444444,0.6357142857142857,6,6,0.2372930445224684,0.09394881715591548,0.14334422736655295,0.0,0.0,0.0,0.3235870116640959,0.3235870116640959,0
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.07__f12,af3_mixed_200,0.6182,0.5881403746379736,100,100,0.1328681854262166,0.1046311941918219,0.028236991234394687,0.0,0.0,0.0,0.3466190147888809,0.3466190147888809,0
atom_gaussian__g32__o4__s1.5__mgapcontact__cs0.07__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8333333333333334,0.8357142857142857,6,6,0.16994335665131063,0.0475896606029436,0.12235369604836704,0.0,0.0,0.0,0.3181885134924552,0.3181885134924552,0
atom_gaussian__g32__o4__s1.5__mgapexcess__f12,af3_mixed_200,0.6263,0.6255082216439658,100,100,0.012336520746127717,0.00926892390024307,0.0030675968458846476,0.0,0.0,0.0,0.13790579681296058,0.13790579681296058,1
atom_gaussian__g32__o4__s1.5__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9583333333333334,6,6,0.06323727220300335,0.003822451395727798,0.05941482080727555,0.0,0.0,0.0,0.1254467600955647,0.1254467600955647,0
atom_gaussian__g32__o4__s1.5__mgapsoft__f12,af3_mixed_200,0.6109,0.6221521922294323,100,100,0.022246433076843868,0.018775487907181393,0.0034709451696624746,0.0,0.0,0.0025259422360045768,0.1395877439612789,0.13706180172527432,1
atom_gaussian__g32__o4__s1.5__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.0659317156962616,0.014002866145261765,0.05192884955099984,0.0,0.0,0.008674011430657066,0.1260524470027776,0.11737843557212053,0
atom_gaussian__g32__o4__s1.5__mgapsoft__w2__f12,af3_mixed_200,0.615,0.621507756044627,100,100,0.024568799689127403,0.020675774566699737,0.0038930251224276666,0.0,0.0,0.0032880466573920165,0.15864201725835025,0.15535397060095824,1
atom_gaussian__g32__o4__s1.5__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.0721878627509033,0.015073032245899901,0.057114830505003406,0.0,0.0,0.00977387846218148,0.1423166005924801,0.13254272213029863,0
atom_gaussian__g32__o4__s1__mgapexcess__f12,af3_mixed_200,0.6249,0.6534283209613162,100,100,0.006968281619137513,5.9823124919810545e-05,0.0069084584942177025,0.0,0.0,0.0,0.13790579681296058,0.13790579681296058,1
atom_gaussian__g32__o4__s1__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9027777777777778,0.9761904761904762,6,6,0.058344347331833725,0.0,0.058344347331833725,0.0,0.0,0.0,0.1254467600955647,0.1254467600955647,0
atom_gaussian__g32__o4__s1__mgapsoft__f12,af3_mixed_200,0.6419,0.6331430471243753,100,100,0.01138824612416044,0.0053349833477550155,0.0060532627764054246,0.0,0.0,0.0002715976309902829,0.1395877439612789,0.13931614633028863,1
atom_gaussian__g32__o4__s1__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.0602155386792971,0.001446240802843559,0.05876929787645354,0.0,0.0,0.0008885101222825003,0.1260524470027776,0.1251639368804951,0
atom_gaussian__g32__o4__s1__mgapsoft__w2__f12,af3_mixed_200,0.6427,0.629276120729145,100,100,0.01322856906775929,0.005852919959832692,0.007375649107926598,0.0,0.0,0.00033279518006796123,0.15864201725835025,0.1583092220782823,1
atom_gaussian__g32__o4__s1__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.06522288193047696,0.001587307400685188,0.06363557452979177,0.0,0.0,0.0009824699046206524,0.1423166005924801,0.14133413068785947,0
atom_gaussian__g32__o4__s2__mgapcontact__cs0.03__f12,af3_mixed_200,0.455,0.49580297483695823,100,100,0.28969638583564855,0.3132625243118427,-0.023566138476194154,0.0,0.0,0.10894553886328484,0.5608824515540685,0.4519369126907836,1
atom_gaussian__g32__o4__s2__mgapcontact__cs0.03__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.3055555555555556,0.4387205387205387,6,6,0.2982837634976899,0.330027676953885,-0.031743913456195094,0.0,0.0,0.13929541566499556,0.4511364734243811,0.31184105775938553,1
atom_gaussian__g32__o4__s2__mgapcontact__cs0.07__f12,af3_mixed_200,0.5084,0.5267665842542977,100,100,0.23591853373331406,0.2374195321264679,-0.0015009983931538462,0.0,0.0,0.07254769236752508,0.4396329825932612,0.36708529022573616,1
atom_gaussian__g32__o4__s2__mgapcontact__cs0.07__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.5833333333333334,0.5801587301587302,6,6,0.2608028256670091,0.22150202504641947,0.039300800620589604,0.0,0.0,0.1392948620406342,0.3787755224596864,0.23948066041905217,0
atom_gaussian__g32__o4__s2__mgapexcess__f12,af3_mixed_200,0.5968,0.605887216877155,100,100,0.03276134643048424,0.02851797416570643,0.004243372264777813,0.0,0.0,0.007239694986937521,0.13790579681296058,0.13066610182602306,1
atom_gaussian__g32__o4__s2__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8333333333333334,0.8551587301587301,6,6,0.07394832922332838,0.024546640763266875,0.0494016884600615,0.0,0.0,0.016286784049372185,0.1254467600955647,0.10915997604619253,0
atom_gaussian__g32__o4__s2__mgapsoft__f12,af3_mixed_200,0.5463,0.586054144233417,100,100,0.04533862118322734,0.041941338959842686,0.0033972822233846525,0.0,0.0,0.008942069695244007,0.1395877439612789,0.1306456742660349,1
atom_gaussian__g32__o4__s2__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8611111111111112,0.8773809523809524,6,6,0.08036162830972877,0.04167183040608618,0.038689797903642596,0.0,0.0,0.02890381459660635,0.1260524470027776,0.09714863240617125,0
atom_gaussian__g32__o4__s2__mgapsoft__w2__f12,af3_mixed_200,0.546,0.5846744578671546,100,100,0.049597358906271705,0.04589689141766218,0.003700467488609527,0.0,0.0,0.011946000540025495,0.15864201725835025,0.14669601671832477,1
atom_gaussian__g32__o4__s2__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8611111111111112,0.8773809523809524,6,6,0.0866716823281104,0.04445652215264907,0.04221516017546133,0.0,0.0,0.032061285921521424,0.1423166005924801,0.11025531467095868,0
atom_gaussian__g32__o5__s1.5__mgapband__f12,af3_mixed_200,0.6163,0.6216065978178738,100,100,0.023734324366301775,0.019990789066994162,0.0037435352993076126,0.0,0.0,0.0034944066473472737,0.14859998255410145,0.1451055759067542,1
atom_gaussian__g32__o5__s1.5__mgapband__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.06797770167797917,0.01426389632732488,0.053713805350654294,0.0,0.0,0.009179829419108823,0.1274487320472729,0.11826890262816407,0
atom_gaussian__g32__o6__s1.5__mgapband__f12,af3_mixed_200,0.6173,0.6249461484511277,100,100,0.03376350401458184,0.028786092079467737,0.004977411935114105,0.0,0.0,0.005047668256727533,0.2563575582519692,0.2513098899952417,1
atom_gaussian__g32__o6__s1.5__mgapband__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.10547411825119257,0.021046745125412256,0.08442737312578032,0.0,0.0,0.014273077162336691,0.2563575582519692,0.24208448108963251,0
atom_gaussian__g32__o6__s1.5__mgapcontact__cs0.03__f12,af3_mixed_200,0.5984,0.5703796857489928,100,100,0.32994945332684994,0.29327460455870674,0.0366748487681432,0.0,0.0,0.0,0.56774279904615,0.56774279904615,0
atom_gaussian__g32__o6__s1.5__mgapcontact__cs0.03__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.75,0.7329365079365079,6,6,0.3876576843431634,0.15593580626427844,0.23172187807888495,0.0,0.0,0.0,0.5129757475510743,0.5129757475510743,0
atom_gaussian__g32__o6__s1.5__mgapcontact__cs0.07__f12,af3_mixed_200,0.619,0.591092786027913,100,100,0.20737061661209116,0.1793450400602418,0.028025576551849368,0.0,0.0,0.0,0.5157401336788259,0.5157401336788259,0
atom_gaussian__g32__o6__s1.5__mgapcontact__cs0.07__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9583333333333334,6,6,0.2857700220983076,0.07930861740764501,0.2064614046906626,0.0,0.0,0.0,0.5086848611840895,0.5086848611840895,0
atom_gaussian__g32__o6__s1.5__mgapexcess__f12,af3_mixed_200,0.6248,0.6229160792464965,100,100,0.020246305614423664,0.015109951229114252,0.005136354385309412,0.0,0.0,0.0,0.2563161572127234,0.2563161572127234,1
atom_gaussian__g32__o6__s1.5__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9583333333333334,6,6,0.10159087470972214,0.006389237477712235,0.0952016372320099,0.0,0.0,0.0,0.2563161572127234,0.2563161572127234,0
atom_gaussian__g32__o6__s1.5__mgapsoft__f12,af3_mixed_200,0.6184,0.6254467449359219,100,100,0.033997576701694815,0.029149184289440785,0.0048483924122540295,0.0,0.0,0.005338581918667642,0.2577388750099229,0.2524002930912552,1
atom_gaussian__g32__o6__s1.5__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9484126984126983,6,6,0.10623487861858341,0.021161789418955405,0.085073089199628,0.0,0.0,0.01452010490648101,0.2577388750099229,0.24321877010344187,0
atom_gaussian__g32__o6__s1.5__mgapsoft__w2__f12,af3_mixed_200,0.625,0.6276029594742644,100,100,0.03611068140719314,0.03088211451951375,0.005228566887679389,0.0,0.0,0.00658912294306041,0.2847211971378407,0.2781320741947803,1
atom_gaussian__g32__o6__s1.5__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9484126984126983,6,6,0.11326901530828122,0.022248533132527178,0.09102048217575404,0.0,0.0,0.015960089483292986,0.2847211971378407,0.26876110765454775,0
atom_gaussian__g32__o6__s1__mgapexcess__f12,af3_mixed_200,0.6235,0.6510315327710425,100,100,0.011408999628025416,9.393317206291446e-05,0.0113150664559625,0.0,0.0,0.0,0.2563161572127234,0.2563161572127234,0
atom_gaussian__g32__o6__s1__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9027777777777778,0.9761904761904762,6,6,0.09328885353812742,0.0,0.09328885353812742,0.0,0.0,0.0,0.2563161572127234,0.2563161572127234,0
atom_gaussian__g32__o6__s1__mgapsoft__f12,af3_mixed_200,0.6483,0.6335857491981194,100,100,0.01881534415132846,0.007987342440381772,0.010828001710946689,0.0,0.0,0.0005963632427562588,0.2577388750099229,0.2571425117671666,0
atom_gaussian__g32__o6__s1__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.09638882100525759,0.0022741982230705697,0.09411462278218702,0.0,0.0,0.0015678485075400258,0.2577388750099229,0.2561710265023828,0
atom_gaussian__g32__o6__s1__mgapsoft__w2__f12,af3_mixed_200,0.6492,0.6333530233287653,100,100,0.020637039235045597,0.008548002471761823,0.012089036763283774,0.0,0.0,0.0006935589970448387,0.2847211971378407,0.2840276381407959,0
atom_gaussian__g32__o6__s1__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9166666666666666,0.9150793650793649,6,6,0.10158326946969327,0.0024375034174711424,0.09914576605222213,0.0,0.0,0.0016592519309709204,0.2847211971378407,0.2830619452068698,0
atom_gaussian__g32__o6__s2__mgapcontact__cs0.03__f12,af3_mixed_200,0.45,0.4923663065969104,100,100,0.4482391350218019,0.48551795081361787,-0.03727881579181597,0.0,0.0,0.23737255371668614,0.71519107525372,0.4778185215370339,1
atom_gaussian__g32__o6__s2__mgapcontact__cs0.03__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.3611111111111111,0.472053872053872,6,6,0.47722985306414123,0.5036272206621575,-0.026397367598016253,0.0,0.0,0.2944492576633261,0.6242379869436906,0.3297887292803645,1
atom_gaussian__g32__o6__s2__mgapcontact__cs0.07__f12,af3_mixed_200,0.5267,0.5278773154212469,100,100,0.37389563686195704,0.36274132272914233,0.011154314132814702,0.0,0.0,0.16171599684107127,0.5853721256885279,0.4236561288474566,0
atom_gaussian__g32__o6__s2__mgapcontact__cs0.07__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.6388888888888888,0.5968253968253968,6,6,0.3953338590820607,0.35042875225542924,0.04490510682663146,0.0,0.0,0.266353604089777,0.5241120671290881,0.2577584630393111,0
atom_gaussian__g32__o6__s2__mgapexcess__f12,af3_mixed_200,0.6085,0.6092451456851005,100,100,0.05051179655854572,0.04551946186488516,0.004992334693660561,0.0,0.0,0.016137997687187468,0.2563161572127234,0.24017815952553592,1
atom_gaussian__g32__o6__s2__mgapexcess__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8333333333333334,0.8551587301587301,6,6,0.11827429270929016,0.039150653776022185,0.07912363893326797,0.0,0.0,0.024017049749111237,0.2563161572127234,0.23229910746361215,0
atom_gaussian__g32__o6__s2__mgapsoft__f12,af3_mixed_200,0.5566,0.5848081256234142,100,100,0.06751682934992742,0.06445612569822555,0.003060703651701871,0.0,0.0,0.019614614070127608,0.2577388750099229,0.23812426093979527,1
atom_gaussian__g32__o6__s2__mgapsoft__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8333333333333334,0.8551587301587301,6,6,0.12449160723851913,0.061128974631100515,0.06336263260741862,0.0,0.0,0.04635034868888143,0.2577388750099229,0.21138852632104144,0
atom_gaussian__g32__o6__s2__mgapsoft__w2__f12,af3_mixed_200,0.57,0.591047609455836,100,100,0.07155900783201902,0.06950419313793785,0.0020548146940811696,0.0,0.0,0.02412363004313851,0.2847211971378407,0.2605975670947022,1
atom_gaussian__g32__o6__s2__mgapsoft__w2__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.8611111111111112,0.8773809523809524,6,6,0.1333498088855563,0.06355594155639434,0.06979386732916197,0.0,0.0,0.05003608431870218,0.2847211971378407,0.23468511281913854,0
atom_gaussian__g32__o8__s1.5__mgapband__f12,af3_mixed_200,0.6348,0.6315177662752286,100,100,0.04328553359328731,0.036839331709421094,0.006446201883866215,0.0,0.0,0.008754603926370686,0.4299397648994004,0.4211851609730297,1
atom_gaussian__g32__o8__s1.5__mgapband__f12,human_af3_hard_low_sc_pos_high_sc_neg,0.9444444444444444,0.9484126984126983,6,6,0.143012166124954,0.026911203268477263,0.11610096285647672,0.0,0.0,0.02027017053270073,0.4299397648994004,0.40966959436669964,0
interface_sc,af3_mixed_200,0.16,0.33624740899590494,100,100,0.06949928722634786,0.09949196587490197,-0.029992678648554108,0.0,0.0,0.04246736971886853,0.11963903631303369,0.07717166659416516,1
interface_sc,human_af3_hard_low_sc_pos_high_sc_neg,0.0,0.3467893217893218,6,6,0.058512645739456415,0.10917320638373276,-0.05066056064427635,0.0,0.0,0.04246736971886853,0.11230402995081921,0.06983666023195068,1
